day,strategy_name,interval,total,success,fail
2023-03-18,海龟均线突破,3,4,0,4
2023-03-18,海龟均线突破,4,4,0,4
2023-03-18,海龟均线突破,5,4,0,4
2023-03-18,海龟均线突破,6,4,0,4
2023-03-18,海龟均线突破,7,4,0,4
2023-03-18,海龟均线突破,8,4,0,4
2023-03-18,海龟均线突破,9,4,0,4
2023-03-19,海龟放量,1,9,0,9
2023-03-19,海龟放量,2,9,0,9
2023-03-19,海龟放量,3,9,0,9
2023-03-19,海龟放量,4,9,0,9
2023-03-19,海龟放量,5,9,0,9
2023-03-19,海龟放量,6,9,0,9
2023-03-19,海龟放量,7,9,0,9
2023-03-19,海龟放量,8,9,0,9
2023-03-19,海龟放量,9,9,0,9
2023-03-19,海龟均线,1,37,0,37
2023-03-19,海龟均线,2,37,0,37
2023-03-19,海龟均线,3,37,0,37
2023-03-19,海龟均线,4,37,0,37
2023-03-19,海龟均线,5,37,0,37
2023-03-19,海龟均线,6,37,0,37
2023-03-19,海龟均线,7,37,0,37
2023-03-19,海龟均线,8,37,0,37
2023-03-19,海龟均线,9,37,0,37
2023-03-19,海龟突破,1,78,0,78
2023-03-19,海龟突破,2,78,0,78
2023-03-19,海龟突破,3,78,0,78
2023-03-19,海龟突破,4,78,0,78
2023-03-19,海龟突破,5,78,0,78
2023-03-19,海龟突破,6,78,0,78
2023-03-19,海龟突破,7,78,0,78
2023-03-19,海龟突破,8,78,0,78
2023-03-19,海龟突破,9,78,0,78
2023-03-19,均线突破,1,4,0,4
2023-03-19,均线突破,2,4,0,4
2023-03-19,均线突破,3,4,0,4
2023-03-19,均线突破,4,4,0,4
2023-03-19,均线突破,5,4,0,4
2023-03-19,均线突破,6,4,0,4
2023-03-19,均线突破,7,4,0,4
2023-03-19,均线突破,8,4,0,4
2023-03-19,均线突破,9,4,0,4
2023-03-19,海龟均线突破,1,4,0,4
2023-03-19,海龟均线突破,2,4,0,4
2023-03-19,海龟均线突破,3,4,0,4
2023-03-19,海龟均线突破,4,4,0,4
2023-03-19,海龟均线突破,5,4,0,4
2023-03-19,海龟均线突破,6,4,0,4
2023-03-19,海龟均线突破,7,4,0,4
2023-03-19,海龟均线突破,8,4,0,4
2023-03-19,海龟均线突破,9,4,0,4
2023-03-20,海龟放量,1,23,5,13
2023-03-20,海龟放量,2,23,7,14
2023-03-20,海龟放量,3,9,0,9
2023-03-20,海龟放量,4,9,0,9
2023-03-20,海龟放量,5,9,0,9
2023-03-20,海龟放量,6,9,0,9
2023-03-20,海龟放量,7,9,0,9
2023-03-20,海龟放量,8,9,0,9
2023-03-20,海龟放量,9,9,0,9
2023-03-20,海龟均线,1,24,5,14
2023-03-20,海龟均线,2,24,8,14
2023-03-20,海龟均线,3,5,0,5
2023-03-20,海龟均线,4,5,0,5
2023-03-20,海龟均线,5,5,0,5
2023-03-20,海龟均线,6,5,0,5
2023-03-20,海龟均线,7,5,0,5
2023-03-20,海龟均线,8,5,0,5
2023-03-20,海龟均线,9,5,0,5
2023-03-20,海龟突破,1,73,12,45
2023-03-20,海龟突破,2,73,15,43
2023-03-20,海龟突破,3,27,0,27
2023-03-20,海龟突破,4,27,0,27
2023-03-20,海龟突破,5,27,0,27
2023-03-20,海龟突破,6,27,0,27
2023-03-20,海龟突破,7,27,0,27
2023-03-20,海龟突破,8,27,0,27
2023-03-20,海龟突破,9,27,0,27
2023-03-20,均线突破,1,9,2,5
2023-03-20,均线突破,2,9,3,4
2023-03-20,均线突破,3,2,0,2
2023-03-20,均线突破,4,2,0,2
2023-03-20,均线突破,5,2,0,2
2023-03-20,均线突破,6,2,0,2
2023-03-20,均线突破,7,2,0,2
2023-03-20,均线突破,8,2,0,2
2023-03-20,均线突破,9,2,0,2
2023-03-20,海龟均线突破,1,9,2,5
2023-03-20,海龟均线突破,2,9,3,4
2023-03-20,海龟均线突破,3,2,0,2
2023-03-20,海龟均线突破,4,2,0,2
2023-03-20,海龟均线突破,5,2,0,2
2023-03-20,海龟均线突破,6,2,0,2
2023-03-20,海龟均线突破,7,2,0,2
2023-03-20,海龟均线突破,8,2,0,2
2023-03-20,海龟均线突破,9,2,0,2
2023-03-21,海龟放量,1,17,1,14
2023-03-21,海龟放量,2,7,0,7
2023-03-21,海龟放量,3,7,0,7
2023-03-21,海龟放量,4,7,0,7
2023-03-21,海龟放量,5,7,0,7
2023-03-21,海龟放量,6,7,0,7
2023-03-21,海龟放量,7,7,0,7
2023-03-21,海龟放量,8,7,0,7
2023-03-21,海龟放量,9,7,0,7
2023-03-21,海龟均线,1,23,2,19
2023-03-21,海龟均线,2,4,0,4
2023-03-21,海龟均线,3,4,0,4
2023-03-21,海龟均线,4,4,0,4
2023-03-21,海龟均线,5,4,0,4
2023-03-21,海龟均线,6,4,0,4
2023-03-21,海龟均线,7,4,0,4
2023-03-21,海龟均线,8,4,0,4
2023-03-21,海龟均线,9,4,0,4
2023-03-21,海龟突破,1,70,8,52
2023-03-21,海龟突破,2,34,0,34
2023-03-21,海龟突破,3,34,0,34
2023-03-21,海龟突破,4,34,0,34
2023-03-21,海龟突破,5,34,0,34
2023-03-21,海龟突破,6,34,0,34
2023-03-21,海龟突破,7,34,0,34
2023-03-21,海龟突破,8,34,0,34
2023-03-21,海龟突破,9,34,0,34
2023-03-21,均线突破,1,10,0,9
2023-03-21,均线突破,2,3,0,3
2023-03-21,均线突破,3,3,0,3
2023-03-21,均线突破,4,3,0,3
2023-03-21,均线突破,5,3,0,3
2023-03-21,均线突破,6,3,0,3
2023-03-21,均线突破,7,3,0,3
2023-03-21,均线突破,8,3,0,3
2023-03-21,均线突破,9,3,0,3
2023-03-21,海龟均线突破,1,8,0,8
2023-03-21,海龟均线突破,2,3,0,3
2023-03-21,海龟均线突破,3,3,0,3
2023-03-21,海龟均线突破,4,3,0,3
2023-03-21,海龟均线突破,5,3,0,3
2023-03-21,海龟均线突破,6,3,0,3
2023-03-21,海龟均线突破,7,3,0,3
2023-03-21,海龟均线突破,8,3,0,3
2023-03-21,海龟均线突破,9,3,0,3
