
******************************"海龟交易法则-开始"******************************
('605599', '菜百股份', 598411.356)
('605598', '上海港湾', 173460.223765)
('603998', '方盛制药', 486543.87276)
('603970', '中农立华', 536640.26832)
('603927', '中科软', 2024769.6)
('603896', '寿仙谷', 1110452.046957)
('603881', '数据港', 1140390.591999)
('603859', '能科科技', 761550.418476)
('603719', '良品铺子', 1584752.0)
('603690', '至纯科技', 1240760.861598)
('603636', '南威软件', 1006121.463334)
('603529', '爱玛科技', 926743.18536)
('603516', '淳中科技', 412783.075698)
('603499', '翔港科技', 206986.892847)
('603383', '顶点软件', 923373.045488)
('603277', '银都股份', 908127.879)
('603232', '格尔软件', 421816.074336)
('603223', '恒通股份', 881548.416)
('603138', '海量数据', 710783.25458)
('603093', '南华期货', 788815.199649)
('603039', 'ST泛微', 1714247.014194)
('603007', 'ST花王', 184042.753872)
('603003', '龙宇股份', 412504.58135)
('601985', '中国核电', 12478965.963134)
('601933', '永辉超市', 3167187.910557)
('601899', '紫金矿业', 24958763.873408)
('601800', '中国交建', 12992442.38005)
('601728', '中国电信', 14222648.827332)
('601698', '中国卫通', 9384000.0)
('601607', '上海医药', 3993877.936536)
('601390', '中国中铁', 14030478.565987)
('601188', '龙江交通', 453978.106995)
('601138', '工业富联', 22982571.105615)
('601069', '西部黄金', 915204.0)
('601022', '宁波远洋', 169991.470866)
('600998', '九州通', 2782696.119885)
('600988', '赤峰黄金', 3236307.63021)
('600976', '健民集团', 1111132.352509)
('600970', '中材国际', 1916858.2323)
('600941', '中国移动', 7460297.274078)
('600916', '中国黄金', 1027687.5)
('600886', '国投电力', 7690324.175088)
('600850', '电科数字', 1535430.148232)
('600845', '宝信软件', 7891668.576)
('600750', '江中药业', 1105820.025534)
('600674', '川投能源', 5923651.861488)
('600666', '*ST瑞德', 815456.739095)
('600665', '天地源', 367252.071425)
('600633', '浙数文化', 1317625.474443)
('600620', '天宸股份', 893366.924013)
('600602', '云赛智联', 1307426.73883)
('600589', 'ST榕泰', 176712.353531)
('600588', '用友网络', 9427152.858069)
('600572', '康恩贝', 1420065.688164)
('600570', '恒生电子', 8928130.270958)
('600557', '康缘药业', 1683172.53984)
('600547', '山东黄金', 7246958.910735)
('600535', '天士力', 2132573.58486)
('600532', '*ST未来', 670885.436)
('600528', '中铁工业', 2114917.111776)
('600489', '中金黄金', 4231781.3737)
('600476', '湘邮科技', 336475.23)
('600468', '百利电气', 546043.131142)
('600422', '昆药集团', 1574509.57456)
('600398', '海澜之家', 2738631.014886)
('600329', '达仁堂', 2124268.757304)
('600269', '赣粤高速', 843081.932054)
('600246', '万通发展', 1267323.739334)
('600233', '圆通速递', 6514424.429535)
('600228', '返利科技', 195469.2)
('600211', '西藏药业', 1498536.323092)
('600190', '锦州港', 708234.84294)
('600131', '国网信通', 2120931.6576)
('600129', '太极集团', 2066064.66024)
('600118', '中国卫星', 3739030.64487)
('600116', '三峡水利', 1549354.116069)
('600089', '特变电工', 8629619.333026)
('600039', '四川路桥', 6354757.15926)
('600028', '中国石化', 52598855.488438)
('600026', '中远海能', 4645733.489166)
('600020', '中原高速', 734890.589064)
('301380', '挖金客', 74936.0)
('301369', '联动科技', 128772.099545)
('301368', '丰立智能', 64593.41903)
('301366', '一博科技', 99875.169141)
('301330', '熵基科技', 163614.030537)
('301316', '慧博云通', 100686.622312)
('301313', '凡拓数创', 106682.546672)
('301299', '卓创资讯', 78330.0)
('301288', '清研环境', 48810.75094)
('301269', '华大九天', 848642.077287)
('301218', '华是科技', 134497.1232)
('301182', '凯旺科技', 83993.9195)
('301178', '天亿马', 152116.408584)
('301169', '零点有数', 124749.759808)
('301165', '锐捷网络', 271981.14445)
('301158', '德石股份', 140517.526572)
('301153', '中科江南', 300145.74)
('301137', '哈焊华通', 81497.9462)
