
******************************"海龟交易法则-开始"******************************
('605599', '菜百股份', 604278.134)
('605358', '立昂微', 2477185.15069)
('605168', '三人行', 595626.858765)
('603931', '格林达', 347200.617204)
('603929', '亚翔集成', 395142.72)
('603888', '新华网', 1188577.2344)
('603871', '嘉友国际', 1447640.688315)
('603813', '原尚股份', 147378.12)
('603713', '密尔克卫', 2071342.84169)
('603712', '七一二', 2802360.0)
('603699', '纽威股份', 955803.112)
('603690', '至纯科技', 1292605.911786)
('603655', '朗博科技', 344394.0)
('603613', '国联股份', 4065038.894168)
('603477', '巨星农牧', 1289592.974143)
('603326', '我乐家居', 300368.07136)
('603222', '济民医疗', 604410.763285)
('603219', '富佳股份', 221392.391872)
('603108', '润达医疗', 882064.547974)
('603100', '川仪股份', 1576895.04)
('603083', '剑桥科技', 611959.726167)
('603043', '广州酒家', 1655123.04255)
('603039', 'ST泛微', 1798161.2037)
('603007', 'ST花王', 177374.538152)
('601985', '中国核电', 12478965.963134)
('601928', '凤凰传媒', 2443104.0)
('601900', '南方传媒', 807184.785966)
('601899', '紫金矿业', 24691934.983314)
('601800', '中国交建', 12957200.673775)
('601698', '中国卫通', 9108000.0)
('601618', '中国中冶', 6766142.66543)
('601398', '工商银行', 118898985.7297)
('601390', '中国中铁', 14274841.037383)
('601360', '三六零', 8695907.010749)
('601212', '白银有色', 2132575.059168)
('601188', '龙江交通', 453978.106995)
('601186', '中国铁建', 10260894.986)
('601098', '中南传媒', 1957640.0)
('601069', '西部黄金', 948276.0)
('601028', '玉龙股份', 1032027.95168)
('601019', '山东出版', 1469177.6)
('600998', '九州通', 2780822.250444)
('600988', '赤峰黄金', 3256274.566746)
('600975', '新五丰', 575007.189504)
('600916', '中国黄金', 1057284.9)
('600903', '贵州燃气', 939063.5166)
('600886', '国投电力', 7732119.41517)
('600877', '声光电科', 1447507.73964)
('600853', '龙建股份', 475318.431258)
('600850', '电科数字', 1542643.95088)
('600787', '中储股份', 1234775.282158)
('600776', '东方通信', 1075500.072)
('600764', '中国海防', 2057982.701856)
('600756', '浪潮软件', 590183.829213)
('600674', '川投能源', 6053008.716897)
('600666', '*ST瑞德', 856592.53899)
('600640', '国脉文化', 1004168.27628)
('600633', '浙数文化', 1365723.234317)
('600602', '云赛智联', 1341804.43451)
('600588', '用友网络', 9577495.274073)
('600557', '康缘药业', 1718334.705912)
('600547', '山东黄金', 7518042.16176)
('600528', '中铁工业', 2099366.25066)
('600489', '中金黄金', 4292858.63064)
('600476', '湘邮科技', 340340.91)
('600368', '五洲交通', 449127.195132)
('600350', '山东高速', 3031489.407924)
('600280', '中央商场', 429895.554228)
('600271', '航天信息', 2419867.337228)
('600246', '万通发展', 1394672.316058)
('600228', '返利科技', 215016.12)
('600217', '中再资环', 726269.065986)
('600193', '创兴资源', 274790.958)
('600190', '锦州港', 713573.29653)
('600161', '天坛生物', 3971220.98658)
('600118', '中国卫星', 3944783.75436)
('600079', '人福医药', 3851870.970702)
('600072', '中船科技', 1180208.562449)
('600057', '厦门象屿', 2551437.968034)
('600050', '中国联通', 19134770.577066)
('600039', '四川路桥', 6316818.310548)
('600037', '歌华有线', 1391777.884)
('600004', '白云机场', 3722847.859159)
('301339', '通行宝', 138600.0)
('301330', '熵基科技', 169548.946004)
('301318', '维海德', 97320.042274)
('301308', '江波龙', 238317.1686)
('301297', '富乐德', 149936.556813)
('301269', '华大九天', 872274.35273)
('301257', '普蕊斯', 96840.0)
('301212', '联盛化学', 102357.0)
('301209', '联合化学', 52280.0)
('301171', '易点天下', 177806.609475)
('301110', '青木股份', 68553.269442)
